,CBOE_VX1_FWd,CBOE_VX1_FWo,CBOE_VX1_FWh,CBOE_VX1_FWl,CBOE_VX1_FWs,CBOE_VX1_FWv,CBOE_VX1_FWpo,CME_US1_FWd,CME_US1_FWo,CME_US1_FWh,CME_US1_FWl,CME_US1_FWs,CME_US1_FWv,CME_US1_FWpo,CME_FV1_FWd,CME_FV1_FWo,CME_FV1_FWh,CME_FV1_FWl,CME_FV1_FWs,CME_FV1_FWv,CME_FV1_FWpo,CME_C1_FWd,CME_C1_FWo,CME_C1_FWh,CME_C1_FWl,CME_C1_FWs,CME_C1_FWv,CME_C1_FWpo,CME_RR1_FWd,CME_RR1_FWo,CME_RR1_FWh,CME_RR1_FWl,CME_RR1_FWs,CME_RR1_FWv,CME_RR1_FWpo,CME_BO1_FWd,CME_BO1_FWo,CME_BO1_FWh,CME_BO1_FWl,CME_BO1_FWs,CME_BO1_FWv,CME_BO1_FWpo,CME_S1_FWd,CME_S1_FWo,CME_S1_FWh,CME_S1_FWl,CME_S1_FWs,CME_S1_FWv,CME_S1_FWpo,CME_W1_FWd,CME_W1_FWo,CME_W1_FWh,CME_W1_FWl,CME_W1_FWs,CME_W1_FWv,CME_W1_FWpo,CME_AD1_FWd,CME_AD1_FWo,CME_AD1_FWh,CME_AD1_FWl,CME_AD1_FWs,CME_AD1_FWv,CME_AD1_FWpo,CME_BP1_FWd,CME_BP1_FWo,CME_BP1_FWh,CME_BP1_FWl,CME_BP1_FWs,CME_BP1_FWv,CME_BP1_FWpo,CME_CD1_FWd,CME_CD1_FWo,CME_CD1_FWh,CME_CD1_FWl,CME_CD1_FWs,CME_CD1_FWv,CME_CD1_FWpo,CEM_ED1_FWd,CEM_ED1_FWo,CEM_ED1_FWh,CEM_ED1_FWl,CEM_ED1_FWs,CEM_ED1_FWv,CEM_ED1_FWpo,CME_JY1_FWd,CME_JY1_FWo,CME_JY1_FWh,CME_JY1_FWl,CME_JY1_FWs,CME_JY1_FWv,CME_JY1_FWpo,CME_LC1_FWd,CME_LC1_FWo,CME_LC1_FWh,CME_LC1_FWl,CME_LC1_FWs,CME_LC1_FWv,CME_LC1_FWpo,CME_MP1_FWd,CME_MP1_FWo,CME_MP1_FWh,CME_MP1_FWl,CME_MP1_FWs,CME_MP1_FWv,CME_MP1_FWpo,CME_LB1_FWd,CME_LB1_FWo,CME_LB1_FWh,CME_LB1_FWl,CME_LB1_FWs,CME_LB1_FWv,CME_LB1_FWpo,CME_SF1_FWd,CME_SF1_FWo,CME_SF1_FWh,CME_SF1_FWl,CME_SF1_FWs,CME_SF1_FWv,CME_SF1_FWpo,CME_RB1_FWd,CME_RB1_FWo,CME_RB1_FWh,CME_RB1_FWl,CME_RB1_FWs,CME_RB1_FWv,CME_RB1_FWpo,CME_HO1_FWd,CME_HO1_FWo,CME_HO1_FWh,CME_HO1_FWl,CME_HO1_FWs,CME_HO1_FWv,CME_HO1_FWpo,CME_NG1_FWd,CME_NG1_FWo,CME_NG1_FWh,CME_NG1_FWl,CME_NG1_FWs,CME_NG1_FWv,CME_NG1_FWpo,CME_CL1_FWd,CME_CL1_FWo,CME_CL1_FWh,CME_CL1_FWl,CME_CL1_FWs,CME_CL1_FWv,CME_CL1_FWpo,CME_RB1_FWd,CME_RB1_FWo,CME_RB1_FWh,CME_RB1_FWl,CME_RB1_FWs,CME_RB1_FWv,CME_RB1_FWpo
17,2019-04-15,14.85,15.22,14.55,14.675,119905,235107,2019-04-15,146.8125,147.15625,146.6875,147.0625,162003,947463,2019-04-15,115.15625,115.2265625,115.09375,115.1953125,509688,4352247,2019-04-15,361.25,364.25,361.0,362.75,185325,473670,2019-04-15,10.49,10.62,10.38,10.555,578.0,4345.0,2019-04-15,28.93,29.01,28.76,28.81,48900,99386,2019-04-15,895.0,902.0,894.75,898.75,91118,232341,2019-04-15,463.75,464.0,457.75,459.5,76982,118242,2019-04-15,0.7189,0.7192,0.7174,0.7183,73586.0,144664.0,2019-04-15,1.3119,1.3162,1.3117,1.3139,58877,144416,2019-04-15,0.75135,0.75315,0.74785,0.7486,81052.0,139899.0,,,,,,,,2019-04-15,8975.0,8981.5,8964.5,8971.5,92312,187870,2019-04-15,121.625,121.925,121.025,121.475,20472,196733,2019-04-15,52790.0,52820.0,52390.0,52420.0,42749.0,242156.0,2019-04-15,347.0,353.6,343.2,348.0,427.0,1716.0,2019-04-15,1.0038,1.005,1.0012,1.0016,19786.0,76938.0,2019-04-15,2.0296,2.03,2.0045,2.0118,64567,89492,2019-04-15,2.0707,2.0707,2.0464,2.061,36100,73484,2019-04-15,2.646,2.653,2.585,2.59,134854,140194,2019-04-15,63.76,63.84,63.03,63.4,549313,196720,2019-04-15,2.0296,2.03,2.0045,2.0118,64567,89492
18,2019-04-12,15.45,15.55,14.75,14.775,121517,235021,2019-04-12,147.875,148.0625,146.8125,146.90625,267936,945767,2019-04-12,115.4765625,115.5078125,115.140625,115.1796875,858629,4333317,2019-04-12,360.25,361.5,358.5,361.0,81349,484092,2019-04-12,10.28,10.53,10.24,10.46,748.0,4715.0,2019-04-12,28.97,29.13,28.9,28.95,28875,104278,2019-04-12,895.0,898.5,893.75,895.25,69411,242526,2019-04-12,462.0,465.25,457.5,464.5,62724,126422,2019-04-12,0.7136,0.7203,0.7125,0.7183,117855.0,142878.0,2019-04-12,1.3096,1.3175,1.3092,1.3119,87114,141550,2019-04-12,0.74865,0.75235,0.7482,0.7511,65549.0,145016.0,,,,,,,,2019-04-12,9001.0,9006.5,8965.5,8966.5,130380,172691,2019-04-12,120.2,121.725,120.05,121.45,19685,196162,2019-04-12,52560.0,52800.0,52470.0,52790.0,38784.0,243124.0,2019-04-12,339.8,349.4,336.8,348.7,426.0,1845.0,2019-04-12,1.003,1.0064,1.0026,1.0032,22588.0,77257.0,2019-04-12,2.0361,2.0493,2.0243,2.037,65034,91956,2019-04-12,2.0751,2.0888,2.0654,2.0707,44330,77995,2019-04-12,2.674,2.688,2.651,2.66,86260,150819,2019-04-12,63.71,64.65,63.66,63.89,624197,218311,2019-04-12,2.0361,2.0493,2.0243,2.037,65034,91956
19,2019-04-11,15.7,15.9,15.4,15.525,100328,215314,2019-04-11,148.375,148.40625,147.625,147.71875,225764,945627,2019-04-11,115.671875,115.671875,115.4453125,115.4609375,571435,4311660,2019-04-11,361.25,363.0,358.5,360.0,238045,523089,2019-04-11,10.22,10.345,10.21,10.285,710.0,5044.0,2019-04-11,29.02,29.07,28.87,28.98,70931,116995,2019-04-11,901.25,904.0,893.5,895.25,85699,253700,2019-04-11,457.0,462.5,456.75,460.5,73914,144186,2019-04-11,0.718,0.7181,0.7127,0.7128,86408.0,146004.0,2019-04-11,1.3127,1.3151,1.3091,1.3099,77699,138897,2019-04-11,0.7521,0.75215,0.7476,0.74855,68206.0,139324.0,,,,,,,,2019-04-11,9059.0,9061.5,8998.0,8999.5,103652,161860,2019-04-11,120.6,122.25,120.15,120.425,33683,196275,2019-04-11,52580.0,52620.0,52320.0,52500.0,42538.0,240157.0,2019-04-11,344.1,347.7,338.0,340.3,239.0,1869.0,2019-04-11,1.0039,1.0051,1.0015,1.0025,22553.0,76626.0,2019-04-11,2.0624,2.0638,2.015,2.0309,82895,99008,2019-04-11,2.0863,2.0863,2.0597,2.0672,61470,85688,2019-04-11,2.702,2.71,2.652,2.664,160460,164588,2019-04-11,64.48,64.49,63.31,63.58,748264,257042,2019-04-11,2.0624,2.0638,2.015,2.0309,82895,99008
20,2019-04-10,16.25,16.27,15.65,15.775,72055,196956,2019-04-10,147.875,148.53125,147.71875,148.21875,224830,941582,2019-04-10,115.5,115.71875,115.4609375,115.6328125,747349,4272721,2019-04-10,360.25,362.75,360.0,361.75,225075,553142,2019-04-10,10.32,10.415,10.215,10.235,668.0,5281.0,2019-04-10,29.02,29.11,28.81,29.07,45795,127952,2019-04-10,898.75,903.75,897.25,902.0,94241,267825,2019-04-10,459.0,461.75,455.5,458.0,59642,158124,2019-04-10,0.7133,0.7185,0.712,0.7176,104472.0,144937.0,2019-04-10,1.3097,1.3165,1.3093,1.3128,72611,139407,2019-04-10,0.75135,0.75275,0.7497,0.75175,58855.0,141631.0,,,,,,,,2019-04-10,9047.0,9069.5,9033.5,9058.5,92444,161102,2019-04-10,120.15,120.35,119.6,119.95,18368,198207,2019-04-10,52260.0,52590.0,52220.0,52510.0,45282.0,234619.0,2019-04-10,342.3,344.8,336.0,342.4,302.0,1880.0,2019-04-10,1.0067,1.0075,1.003,1.0038,27429.0,74074.0,2019-04-10,2.0105,2.0702,2.0105,2.0692,91535,108354,2019-04-10,2.051,2.0897,2.0488,2.0876,90834,90825,2019-04-10,2.705,2.729,2.686,2.7,122471,187831,2019-04-10,64.22,64.7,64.05,64.61,709006,280173,2019-04-10,2.0105,2.0702,2.0105,2.0692,91535,108354
21,2019-04-09,15.6,16.25,15.55,16.225,75098,186877,2019-04-09,147.59375,148.28125,147.5,148.0,219014,939036,2019-04-09,115.4140625,115.59375,115.3828125,115.5234375,635762,4264907,2019-04-09,359.75,362.25,355.25,360.0,244708,594279,2019-04-09,10.375,10.395,10.24,10.29,950.0,5877.0,2019-04-09,28.92,29.14,28.78,29.04,68584,144889,2019-04-09,898.25,902.25,894.75,898.75,77163,271853,2019-04-09,462.0,462.5,456.25,459.5,79734,173487,2019-04-09,0.7136,0.7163,0.7129,0.7134,75027.0,144843.0,2019-04-09,1.3111,1.3167,1.3076,1.3087,109191,138737,2019-04-09,0.7525,0.754,0.7513,0.75185,52765.0,140325.0,,,,,,,,2019-04-09,9018.0,9060.0,9010.5,9049.5,103110,165230,2019-04-09,120.6,121.075,120.0,120.35,22935,199878,2019-04-09,52160.0,52360.0,52100.0,52250.0,42919.0,233502.0,2019-04-09,346.1,346.1,338.1,340.0,628.0,1922.0,2019-04-09,1.0074,1.0086,1.0056,1.0069,24700.0,73876.0,2019-04-09,1.9881,2.0155,1.986,1.999,86249,125066,2019-04-09,2.0577,2.0648,2.0384,2.0449,51559,98543,2019-04-09,2.709,2.725,2.68,2.699,116385,212884,2019-04-09,64.4,64.79,63.68,63.98,778460,318369,2019-04-09,1.9881,2.0155,1.986,1.999,86249,125066
22,2019-04-08,15.67,15.9,15.55,15.675,100978,179812,2019-04-08,148.0625,148.21875,147.53125,147.625,147701,946297,2019-04-08,115.515625,115.578125,115.3984375,115.421875,410337,4254415,2019-04-08,362.25,363.5,359.5,360.0,241396,634582,2019-04-08,10.525,10.56,10.365,10.42,643.0,6014.0,2019-04-08,29.15,29.15,28.78,28.88,59386,153447,2019-04-08,899.0,903.5,898.0,898.75,99366,279730,2019-04-08,467.25,471.0,461.75,465.25,77349,185771,2019-04-08,0.7117,0.7141,0.7098,0.7136,76155.0,144892.0,2019-04-08,1.3073,1.3121,1.3073,1.3112,67323,140790,2019-04-08,0.74825,0.75285,0.7482,0.7525,61463.0,144607.0,,,,,,,,2019-04-08,9002.5,9035.0,8998.5,9016.5,82141,165253,2019-04-08,120.525,120.8,119.725,120.575,22845,199338,2019-04-08,51860.0,52290.0,51710.0,52170.0,48828.0,230160.0,2019-04-08,351.8,352.5,344.6,345.5,381.0,1926.0,2019-04-08,1.0067,1.0088,1.0063,1.0075,16794.0,73727.0,2019-04-08,1.98,1.9908,1.9707,1.988,75769,134409,2019-04-08,2.0449,2.0632,2.0432,2.0571,64363,107402,2019-04-08,2.659,2.721,2.653,2.708,153043,239685,2019-04-08,63.33,64.48,63.13,64.4,881722,346628,2019-04-08,1.98,1.9908,1.9707,1.988,75769,134409
23,2019-04-05,15.94,15.98,15.65,15.675,62304,144064,2019-04-05,147.59375,148.09375,147.03125,147.9375,238423,947273,2019-04-05,115.4765625,115.5859375,115.3125,115.4921875,743936,4261181,2019-04-05,364.5,364.75,360.5,362.5,247029,688126,2019-04-05,10.535,10.58,10.47,10.515,603.0,6187.0,2019-04-05,29.2,29.4,29.06,29.15,49957,160092,2019-04-05,904.5,904.75,896.25,899.0,88120,290693,2019-04-05,469.0,469.5,464.25,467.75,83156,205527,2019-04-05,0.7123,0.7143,0.7102,0.7114,86553.0,142418.0,2019-04-05,1.312,1.3168,1.3033,1.3075,95946,140719,2019-04-05,0.7499,0.7504,0.74715,0.7481,62725.0,142348.0,,,,,,,,2019-04-05,9006.5,9016.0,8991.0,9002.0,91496,164701,2019-04-05,121.35,121.525,119.675,120.35,31197,202166,2019-04-05,51670.0,51910.0,51600.0,51850.0,44753.0,229709.0,2019-04-05,354.8,357.7,351.1,352.8,399.0,1959.0,2019-04-05,1.0072,1.008,1.0054,1.0067,15243.0,72945.0,2019-04-05,1.9338,1.9743,1.9216,1.9687,89934,140907,2019-04-05,2.013,2.0471,2.002,2.0424,53975,110657,2019-04-05,2.644,2.68,2.632,2.664,118378,261251,2019-04-05,62.18,63.34,61.82,63.08,681316,361966,2019-04-05,1.9338,1.9743,1.9216,1.9687,89934,140907
24,2019-04-04,16.0,16.2,15.85,15.925,63886,144552,2019-04-04,147.40625,147.8125,147.34375,147.6875,173709,952383,2019-04-04,115.4453125,115.609375,115.4296875,115.484375,604983,4268499,2019-04-04,362.75,366.25,362.75,365.25,150793,706011,2019-04-04,10.645,10.665,10.45,10.55,1116.0,6670.0,2019-04-04,28.74,29.25,28.74,29.2,66312,166869,2019-04-04,898.25,907.25,897.0,906.5,101953,292826,2019-04-04,471.0,477.5,468.0,470.75,67792,214025,2019-04-04,0.7126,0.7138,0.7108,0.713,72747.0,143658.0,2019-04-04,1.3209,1.3238,1.3106,1.3109,82799,142905,2019-04-04,0.7509,0.75105,0.7491,0.75005,48473.0,142231.0,,,,,,,,2019-04-04,9024.0,9031.0,9003.0,9010.0,84174,161336,2019-04-04,118.775,121.9,118.725,121.575,32600,200622,2019-04-04,51480.0,51660.0,51280.0,51650.0,48262.0,228111.0,2019-04-04,362.0,365.5,357.9,360.3,237.0,1953.0,2019-04-04,1.0096,1.0097,1.0065,1.0067,18955.0,73164.0,2019-04-04,1.9506,1.9558,1.9301,1.9399,66029,143091,2019-04-04,2.0069,2.0291,1.9905,2.0134,49148,113399,2019-04-04,2.673,2.685,2.636,2.643,117573,267281,2019-04-04,62.5,62.77,61.89,62.1,681659,374802,2019-04-04,1.9506,1.9558,1.9301,1.9399,66029,143091
25,2019-04-03,16.07,16.25,15.76,16.025,88976,136584,2019-04-03,148.40625,148.5,147.3125,147.5,255138,959762,2019-04-03,115.640625,115.6640625,115.3984375,115.4765625,847661,4251882,2019-04-03,361.25,364.75,360.5,362.75,125262,712575,2019-04-03,10.785,10.815,10.645,10.67,471.0,6707.0,2019-04-03,28.94,29.07,28.74,28.8,41147,167493,2019-04-03,899.25,903.0,894.75,898.75,55288,294319,2019-04-03,463.0,472.75,463.0,471.0,59353,217399,2019-04-03,0.708,0.7141,0.7065,0.7128,117780.0,148024.0,2019-04-03,1.3182,1.3245,1.3169,1.3206,114546,144222,2019-04-03,0.75125,0.7535,0.7503,0.7511,64984.0,144458.0,,,,,,,,2019-04-03,9032.0,9044.0,9013.5,9023.0,103163,153601,2019-04-03,119.8,119.925,118.7,119.0,22200,200365,2019-04-03,51420.0,51710.0,51340.0,51430.0,51647.0,227270.0,2019-04-03,356.0,367.2,356.0,365.2,357.0,1912.0,2019-04-03,1.009,1.0118,1.0083,1.0093,18826.0,73541.0,2019-04-03,1.9291,1.9527,1.9219,1.9512,88134,141192,2019-04-03,2.01,2.0221,1.9886,2.0068,48105,114517,2019-04-03,2.692,2.697,2.658,2.677,91963,269364,2019-04-03,62.64,62.99,62.05,62.46,794766,391777,2019-04-03,1.9291,1.9527,1.9219,1.9512,88134,141192
26,2019-04-02,16.02,16.2,15.9,16.075,67042,120665,2019-04-02,148.28125,148.71875,148.09375,148.3125,224703,956664,2019-04-02,115.5,115.671875,115.484375,115.6171875,685733,4236249,2019-04-02,362.25,363.5,359.25,361.5,106003,713019,2019-04-02,10.85,10.915,10.76,10.795,551.0,6802.0,2019-04-02,28.57,28.98,28.53,28.96,46514,171185,2019-04-02,895.75,901.25,892.5,900.0,62949,298239,2019-04-02,463.5,465.75,456.0,464.0,45376,218925,2019-04-02,0.712,0.7141,0.7063,0.7074,119590.0,142924.0,2019-04-02,1.3107,1.32,1.3063,1.3163,130315,143855,2019-04-02,0.75285,0.7529,0.7491,0.75065,57989.0,142816.0,,,,,,,,2019-04-02,9031.0,9041.5,9024.0,9030.0,77325,154127,2019-04-02,119.45,120.175,119.325,119.65,21317,200542,2019-04-02,51510.0,51790.0,51300.0,51430.0,56246.0,229119.0,2019-04-02,365.4,367.7,353.3,359.9,496.0,1895.0,2019-04-02,1.0085,1.01,1.0071,1.0087,22715.0,73637.0,2019-04-02,1.9027,1.9308,1.8934,1.9285,63830,142538,2019-04-02,1.9919,2.0138,1.9856,2.0089,48276,116144,2019-04-02,2.706,2.722,2.673,2.684,101638,272382,2019-04-02,61.81,62.75,61.6,62.58,788053,405918,2019-04-02,1.9027,1.9308,1.8934,1.9285,63830,142538
27,2019-04-01,16.3,16.3,15.9,15.975,62889,106689,2019-04-01,149.65625,149.65625,147.96875,148.21875,318463,971211,2019-04-01,115.78125,115.8359375,115.4296875,115.515625,1043231,4255368,2019-04-01,356.5,363.0,356.5,361.75,212852,746172,2019-04-01,10.85,10.91,10.835,10.86,334.0,6947.0,2019-04-01,28.37,28.63,28.37,28.57,54197,174094,2019-04-01,884.0,899.0,883.75,895.5,104916,304002,2019-04-01,459.5,468.25,456.0,462.75,58685,220632,2019-04-01,0.7119,0.7143,0.7115,0.7124,95863.0,143222.0,2019-04-01,1.3085,1.32,1.3059,1.3177,107349,145946,2019-04-01,0.75045,0.75345,0.7492,0.75285,81982.0,144112.0,,,,,,,,2019-04-01,9065.0,9080.0,9025.5,9031.0,107405,151377,2019-04-01,119.15,120.625,119.1,119.475,25067,201420,2019-04-01,50990.0,51620.0,50960.0,51500.0,54510.0,228777.0,2019-04-01,359.0,367.7,359.0,365.7,381.0,1855.0,2019-04-01,1.0127,1.0143,1.0077,1.0083,30829.0,72942.0,2019-04-01,1.8827,1.906,1.8786,1.8989,61527,147957,2019-04-01,1.97,2.0017,1.97,1.9881,45546,117625,2019-04-01,2.663,2.733,2.657,2.708,123329,276378,2019-04-01,60.24,61.8,60.13,61.59,664456,403676,2019-04-01,1.8827,1.906,1.8786,1.8989,61527,147957
28,2019-03-29,16.44,16.55,15.97,16.105,77553,106203,2019-03-29,149.8125,150.03125,149.28125,149.65625,351323,974048,2019-03-29,115.96875,116.015625,115.7421875,115.828125,1206132,4333261,2019-03-29,373.75,375.0,356.0,356.5,408672,736500,2019-03-29,10.93,10.955,10.82,10.85,570.0,7255.0,2019-03-29,28.62,28.72,28.34,28.36,49144,176865,2019-03-29,888.75,892.75,883.0,884.25,80723,302292,2019-03-29,463.75,464.75,452.5,457.75,69561,221638,2019-03-29,0.7087,0.7115,0.7085,0.7109,85895.0,141654.0,2019-03-29,1.3101,1.3187,1.3027,1.3056,186517,145754,2019-03-29,0.746,0.751,0.7453,0.7503,88884.0,145702.0,,,,,,,,2019-03-29,9092.0,9101.5,9066.5,9078.5,127986,151673,2019-03-29,121.305,121.325,120.205,120.34,16705,171946,2019-03-29,51080.0,51250.0,50690.0,50850.0,62280.0,232480.0,2019-03-29,372.9,372.9,359.9,360.2,620.0,1816.0,2019-03-29,1.0127,1.013,1.0098,1.0114,25630.0,73050.0,2019-03-29,1.87638,1.90514,1.86782,1.88512,59128,119840,2019-03-29,1.97502,2.00072,1.96692,1.9718,39905,95237,2019-03-29,2.72,2.728,2.656,2.662,111374,273006,2019-03-29,59.53,60.73,59.41,60.14,694000,401827,2019-03-29,1.87638,1.90514,1.86782,1.88512,59128,119840
29,2019-03-28,16.72,16.972,16.192,16.225,66017,116627,2019-03-28,150.125,150.65625,149.71875,150.03125,315089,980671,2019-03-28,116.21875,116.359375,115.9453125,116.0546875,1053908,4333085,2019-03-28,373.75,374.75,372.0,374.0,86130,742040,2019-03-28,11.125,11.165,10.89,10.905,616.0,7622.0,2019-03-28,28.83,28.84,28.6,28.63,38961,181829,2019-03-28,888.0,891.75,886.5,889.5,61479,305283,2019-03-28,468.5,469.25,459.5,464.5,47846,224347,2019-03-28,0.7096,0.7117,0.7072,0.7088,90786.0,142442.0,2019-03-28,1.3206,1.3249,1.3085,1.3109,135228,140522,2019-03-28,0.747,0.748,0.74495,0.74555,76899.0,141769.0,,,,,,,,2019-03-28,9108.5,9145.0,9077.0,9099.5,126354,151461,2019-03-28,122.26,122.605,121.875,122.385,14672,141568,2019-03-28,51000.0,51180.0,50790.0,50990.0,56057.0,236745.0,2019-03-28,367.0,381.6,366.4,374.9,542.0,1848.0,2019-03-28,1.013,1.0131,1.0101,1.0121,25213.0,72795.0,2019-03-28,1.87582,1.88,1.82034,1.8703,61157,93684,2019-03-28,1.98136,1.98158,1.93808,1.97122,40374,72429,2019-03-28,2.723,2.752,2.707,2.712,77334,277706,2019-03-28,59.4,59.56,58.2,59.3,708611,409365,2019-03-28,1.87582,1.88,1.82034,1.8703,61157,93684
30,2019-03-27,16.188,17.124,16.07,16.525,106286,134055,2019-03-27,148.9375,150.15625,148.78125,150.0625,456771,978601,2019-03-27,115.984375,116.4453125,115.9609375,116.203125,1418612,4267304,2019-03-27,376.75,377.0,372.0,373.75,111351,743553,2019-03-27,11.25,11.27,11.06,11.145,682.0,7807.0,2019-03-27,28.65,28.84,28.52,28.82,64161,188923,2019-03-27,900.25,900.75,886.0,887.5,94180,298978,2019-03-27,470.0,471.75,466.5,469.5,58676,226226,2019-03-27,0.7147,0.7152,0.7079,0.7096,109256.0,139690.0,2019-03-27,1.3262,1.3323,1.322,1.3318,143635,139848,2019-03-27,0.7487,0.7491,0.7456,0.74765,76002.0,138293.0,,,,,,,,2019-03-27,9100.0,9130.0,9090.5,9117.5,126109,153677,2019-03-27,124.5,124.665,123.265,123.59,19883,113870,2019-03-27,51660.0,51680.0,50940.0,51160.0,70831.0,239478.0,2019-03-27,367.1,372.4,365.0,366.6,187.0,1845.0,2019-03-27,1.0136,1.0175,1.0113,1.0129,32893.0,72466.0,2019-03-27,1.93346,1.9365,1.87358,1.88662,54133,72375,2019-03-27,1.99166,1.99744,1.96878,1.98092,31808,54720,2019-03-27,2.7454,2.7464,2.6862,2.7178,106951,216535,2019-03-27,60.03,60.22,58.81,59.41,729354,422471,2019-03-27,1.93346,1.9365,1.87358,1.88662,54133,72375
31,2019-03-26,16.87,16.876,15.99,16.075,107505,154694,2019-03-26,149.15625,149.28125,148.375,149.09375,329968,969352,2019-03-26,116.125,116.1328125,115.8203125,116.0625,1099088,4259166,2019-03-26,379.25,380.5,375.5,377.25,150035,758162,2019-03-26,11.13,11.265,11.06,11.26,886.0,7600.0,2019-03-26,28.82,28.85,28.58,28.65,47723,195179,2019-03-26,905.5,907.5,899.5,900.75,55296,302431,2019-03-26,470.0,478.0,467.0,469.25,81580,226595,2019-03-26,0.7123,0.7158,0.7119,0.7154,74852.0,142067.0,2019-03-26,1.3249,1.3317,1.3213,1.3275,104632,141875,2019-03-26,0.74745,0.74945,0.7472,0.7489,58666.0,139460.0,,,,,,,,2019-03-26,9153.0,9154.0,9094.0,9107.5,121427,154486,2019-03-26,126.085,126.495,125.59,125.665,10665,85854,2019-03-26,51940.0,51980.0,51620.0,51680.0,46054.0,250870.0,2019-03-26,365.1,376.0,361.1,369.2,289.0,1841.0,2019-03-26,1.016,1.0162,1.0127,1.0144,25105.0,71944.0,2019-03-26,1.92666,1.96926,1.92466,1.94576,38825,50227,2019-03-26,1.98234,1.9988,1.9802,1.99014,25094,43389,2019-03-26,2.7686,2.7808,2.7388,2.7466,63616,165953,2019-03-26,59.12,60.38,59.04,59.94,679044,423515,2019-03-26,1.92666,1.96926,1.92466,1.94576,38825,50227
32,2019-03-25,16.65,17.5,16.5,16.825,162187,182685,2019-03-25,148.65625,149.71875,148.1875,149.0,411110,968301,2019-03-25,115.7890625,116.2265625,115.671875,116.0234375,1178999,4210601,2019-03-25,378.75,380.75,376.75,379.75,137630,767635,2019-03-25,11.185,11.25,10.955,11.165,1038.0,7876.0,2019-03-25,28.65,28.89,28.54,28.82,49439,198785,2019-03-25,904.5,908.25,901.5,906.5,56408,302580,2019-03-25,466.5,471.75,463.0,469.5,56185,233058,2019-03-25,0.7092,0.7128,0.7077,0.7118,72534.0,142139.0,2019-03-25,1.3271,1.3303,1.3215,1.3237,109139,143723,2019-03-25,0.74645,0.74795,0.74535,0.7472,60521.0,135567.0,,,,,,,,2019-03-25,9153.0,9181.5,9131.0,9145.5,130617,155060,2019-03-25,128.775,128.975,127.375,127.575,13520,60720,2019-03-25,51670.0,51980.0,51530.0,51840.0,60631.0,249807.0,2019-03-25,367.3,371.0,361.0,363.0,392.0,1829.0,2019-03-25,1.0147,1.0171,1.0131,1.0154,20959.0,73088.0,2019-03-25,1.9259,1.9451,1.902,1.9379,28901,37180,2019-03-25,1.9591,1.99,1.945,1.9804,18877,35819,2019-03-25,2.7284,2.774,2.7116,2.7626,65981,121227,2019-03-25,58.98,59.35,58.17,58.82,703047,426723,2019-03-25,1.9259,1.9451,1.902,1.9379,28901,37180
33,2019-03-22,15.08,17.1,15.05,16.725,256513,193525,2019-03-22,147.09375,149.125,147.0625,148.53125,510895,971463,2019-03-22,115.3359375,115.890625,115.328125,115.75,1288413,4170800,2019-03-22,375.75,380.75,375.5,378.25,209014,777649,2019-03-22,11.065,11.21,11.05,11.21,1076.0,7716.0,2019-03-22,29.12,29.19,28.6,28.66,61597,201149,2019-03-22,909.75,912.0,903.0,903.75,83200,305602,2019-03-22,465.5,473.75,463.75,466.0,68775,237480,2019-03-22,0.7125,0.7128,0.7086,0.7093,99324.0,144435.0,2019-03-22,1.3173,1.3279,1.3137,1.3263,130364,143386,2019-03-22,0.7499,0.7506,0.746,0.74705,74378.0,133070.0,,,,,,,,2019-03-22,9082.0,9173.5,9079.0,9146.0,184997,154048,2019-03-22,130.0,130.25,128.775,129.725,14139,65155,2019-03-22,52330.0,52390.0,51470.0,51710.0,98949.0,249036.0,2019-03-22,374.3,374.7,363.4,368.3,487.0,1817.0,2019-03-22,1.0165,1.0167,1.0111,1.0137,29862.0,73854.0,2019-03-22,1.9275,1.9366,1.8951,1.9259,34188,45605,2019-03-22,1.9847,1.9874,1.9349,1.9659,29702,45920,2019-03-22,2.8218,2.8244,2.7228,2.7558,98512,83690,2019-03-22,59.87,60.07,58.28,59.04,734080,434375,2019-03-22,1.9275,1.9366,1.8951,1.9259,34188,45605
